{'car_score': None, 'cate_name': '微型车', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2107-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '77.20-86.40万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g2/M04/2F/D8/s_autohomecar__wKgHFlsD6LOABPjYAAhOR1UyLgo409.jpg', 'cate_href': 'https://www.autohome.com.cn/a00/', 'car_level': 'MPV', 'car_engine': '3.5L', 'car_structure': 'MPV'}
{'car_score': '4.38', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-634-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '17.58-29.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g8/M00/DF/23/s_autohomecar__wKgH3leU8MiAXR2VAAZUgcgGlE4499.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '2.0L', 'car_structure': '三厢'}
{'car_score': '4.48', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3957-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '23.48-26.78万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g23/M10/D5/1B/s_autohomecar__wKjBwFbmQ0mAQ2O9AAcAH9v0MQs581.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '2.5L', 'car_structure': '三厢'}
{'car_score': '4.46', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4305-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.98-13.73万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g6/M0F/AB/4F/s_autohomecar__wKjB0Vkdl86ATOlqAARnkBwOjgE158.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '1.5L', 'car_structure': 'SUV'}
{'car_score': '4.29', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-564-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '13.98-18.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g23/M0D/94/67/s_autohomecar__wKgFXFkmqe-ACnr9AAY1z978_yw011.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '1.2T', 'car_structure': 'SUV'}
{'car_score': '4.40', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-656-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '17.98-26.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g10/M01/3C/4B/s_autohomecar__wKjBzVjTrpqAINuGAAlaIYfdEX0525.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': '4.56', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2381-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '23.88-37.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g21/M02/1A/AD/s_autohomecar__wKgFVVjWWnSAJGvJAAgd-Ze9GKU021.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型SUV', 'car_engine': '2.5L', 'car_structure': 'SUV'}
{'car_score': '4.32', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4505-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.49-8.59万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g8/M07/40/B2/s_autohomecar__wKjBz1mc7Q2AWe4rAAaZAyDScCU392.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '两厢'}
{'car_score': '4.51', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4387-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '4.99-7.39万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M09/8B/BF/s_autohomecar__wKjBylnKGuOAGgA4AAiu1jgfKxo853.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '三厢'}
{'car_score': '4.19', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2319-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.29-10.39万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g10/M13/93/CB/s_autohomecar__wKgH0Vgj0y-AYDjUAAfEQDJJbd0247.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.4L', 'car_structure': '三厢'}
{'car_score': '4.51', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-813-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.88-10.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g14/M04/D4/B8/s_autohomecar__wKgH5FoBNmWAMGerAArJwuy4a5w614.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.21', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2886-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '9.68-13.28万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g21/M11/6D/33/s_autohomecar__wKjBwldGyceAJ4_WAAgpMgOmwhQ558.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.4T', 'car_structure': '三厢'}
{'car_score': '4.57', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4523-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '12.88-14.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g19/M05/21/5C/s_autohomecar__wKjBxFmc5sSAUblxAAnPCkiHbL8709.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '1.6T', 'car_structure': '三厢'}
{'car_score': '4.34', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3286-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '12.88-18.88万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g16/M03/0F/08/s_autohomecar__wKgH11e8Iz-AEpKOAAbFLMH1Mu0218.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '1.6T', 'car_structure': '三厢'}
{'car_score': '4.41', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2246-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '16.48-24.88万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g4/M0F/13/66/s_autohomecar__wKgH2lZyY0mAY-pNAAbSKcCAizc048.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '1.6T', 'car_structure': '三厢'}
{'car_score': '4.18', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3664-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '11.68-17.78万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g5/M05/58/9E/s_autohomecar__wKjB0lfo_mmAeemDAApcAlGvAN8760.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '1.6L', 'car_structure': 'SUV'}
{'car_score': '4.42', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3954-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '双离合', 'car_reference_price': '17.18-23.18万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g5/M01/90/F0/s_autohomecar__wKjB0ldMCwOAAMBiAAqmHKNGdKU053.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '1.6T', 'car_structure': 'SUV'}
{'car_score': '4.26', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2137-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '11.99-18.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M05/66/B4/s_autohomecar__ChcCr1q8abuAPsBFAAZ-EHeALuc362.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': '4.58', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4200-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '17.98-27.68万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g10/M08/F2/35/s_autohomecar__wKjBzVh94DSAP-eVAAglA3Hmz3Y584.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': '4.44', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4178-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '8.98-16.18万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g23/M13/D8/F6/s_autohomecar__wKgFXFocN6iAG4n7AApHLsQz4oI659.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.4L', 'car_structure': '皮卡'}
{'car_score': None, 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2519-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.38-11.98万', 'car_img': 'https://car1.autoimg.cn/upload/2014/6/13/s_201406130821052973655.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.2L', 'car_structure': '皮卡'}
{'car_score': '3.64', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3881-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.40-7.79万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g27/M09/44/41/s_autohomecar__wKgHHlsrWauAJxBIAAiJozapP_4217.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.2L', 'car_structure': '皮卡'}
{'car_score': None, 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4855-0-0-0-0-10-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '10.68-13.58万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g24/M04/C1/B3/s_autohomecar__ChcCL1r6QgCASsHfAAcx2ujwZ6c552.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '皮卡', 'car_engine': '2.5T', 'car_structure': '皮卡'}
{'car_score': '4.44', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2988-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '8.58-11.98万', 'car_img': 'https://car0.autoimg.cn/car/upload/2015/4/15/s_201504150849063264435110.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.8T', 'car_structure': '三厢'}
{'car_score': '4.48', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3939-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '5.98-9.68万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g16/M02/0D/6C/s_autohomecar__wKgH11e60J6AfycJAAfOljoVjQU428.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.65', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4497-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.98-9.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g13/M15/33/97/s_autohomecar__wKgH1FmQ9LeAIB_nAAmdE6f4TB0475.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '1.6L', 'car_structure': 'SUV'}
{'car_score': '4.55', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3293-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '12.98-15.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g20/M0F/44/AC/s_autohomecar__wKjBw1j0nLqAQfnzAA4QCfkIQMM810.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '1.6T', 'car_structure': 'SUV'}
{'car_score': '4.76', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2295-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '17.98-29.30万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g16/M08/50/AB/s_autohomecar__wKjBx1fh3DCAEyKtAAS-yvtkVvA734.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型SUV', 'car_engine': '2.2T', 'car_structure': 'SUV'}
{'car_score': '4.61', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3040-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '16.98-25.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g21/M10/BB/31/s_autohomecar__wKgFWlbevjGAZG8aAAghUcOWQxU687.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': 'MPV', 'car_engine': '2.0T', 'car_structure': 'MPV'}
{'car_score': None, 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-2296-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '39.80-41.80万', 'car_img': 'https://car0.autoimg.cn/upload/spec/9993/s_201106072235569513565.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': 'MPV', 'car_engine': '2.2T', 'car_structure': 'MPV'}
{'car_score': '4.73', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3154-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '17.58-23.78万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g4/M14/B1/6E/s_autohomecar__wKgH2lnkfO-ARBMUAAuGd22EV7c168.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '2.0L', 'car_structure': '三厢'}
{'car_score': '4.71', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3968-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '14.08-21.58万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g19/M06/2F/2C/s_autohomecar__wKgFWFmj3hOAYyGBAAlFUCpHC1Q847.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
{'car_score': '3.64', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-508-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '自动', 'car_reference_price': '14.18-16.08万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M03/E4/40/s_autohomecar__wKgHIlp0fLyAG7cFAAoO3l1-fKc549.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '1.3L', 'car_structure': 'SUV'}
{'car_score': '3.88', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3926-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '12.90万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g15/M00/3A/AB/s_autohomecar__wKjByFmSy_qAFZg3AAv78pzO9MY551.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '1.2L', 'car_structure': 'SUV'}
{'car_score': '4.33', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-500-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '26.48-27.48万', 'car_img': 'https://car0.autoimg.cn/upload/2012/9/24/s_201209241759276973655.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '2.4L', 'car_structure': 'SUV'}
{'car_score': '4.35', 'cate_name': '皮卡', 'brand_name': '中兴汽车', 'car_url': 'https://car.autohome.com.cn/price/series-580-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-74-189.html#pvareaid=2042363', 'car_var': '手自一体', 'car_reference_price': '34.98-42.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g29/M08/C8/4D/s_autohomecar__ChcCSFtDMXmAPVT8AAhPKEwcxjE644.jpg', 'cate_href': 'https://www.autohome.com.cn/p/', 'car_level': '中大型SUV', 'car_engine': '3.0L', 'car_structure': 'SUV'}
{'car_score': '4.46', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-470-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.88-9.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g21/M05/2E/EE/s_autohomecar__wKgFVVfiXWaAOUz_AAsKDok5UlQ326.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.77', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4774-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '5.98-9.28万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M09/CE/5B/s_autohomecar__ChcCr1r68NWAQ8gNAAX5fSgWHa0511.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.6L', 'car_structure': '三厢'}
{'car_score': '4.51', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3075-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '9.88-12.68万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g11/M12/4D/C5/s_autohomecar__wKgH0ljkk_WAaDiMAAjYvLiKxSQ950.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型SUV', 'car_engine': '1.8T', 'car_structure': 'SUV'}
{'car_score': '4.53', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4525-0-0-0-0-11-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '7.98-11.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g24/M05/22/7C/s_autohomecar__wKgHH1q4sYCAHiWpAAtpvFdlFzI600.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': 'MPV', 'car_engine': '1.5T', 'car_structure': 'MPV'}
{'car_score': '4.50', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4259-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '手动', 'car_reference_price': '6.98-10.68万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g8/M06/30/98/s_autohomecar__wKjBz1jPyeaAbGCQAAVwm8CtmMs763.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.3L', 'car_structure': '三厢'}
{'car_score': '4.27', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3126-0-0-0-0-1-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '6.98-10.48万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g17/M0E/C1/8A/s_autohomecar__wKjBxlk2eK-ASnXAAAbgxusc8wo293.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型车', 'car_engine': '1.3L', 'car_structure': '两厢'}
{'car_score': '4.43', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-3462-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '10.98-16.18万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g16/M0E/D0/10/s_autohomecar__wKjBx1k-XoWAJpr8AAdDz6T2vlQ321.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '紧凑型车', 'car_engine': '1.2T', 'car_structure': '三厢'}
{'car_score': '4.62', 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-110-0-0-0-0-2-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '17.98-27.98万', 'car_img': 'https://car2.autoimg.cn/cardfs/product/g8/M05/C5/68/s_autohomecar__wKjBz1n8UFSAYLeQAAj47rpJP9E396.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '中型车', 'car_engine': '2.0L', 'car_structure': '三厢'}
{'car_score': None, 'cate_name': 'MPV', 'brand_name': '众泰汽车', 'car_url': 'https://car.autohome.com.cn/price/series-4645-0-0-0-0-12-0-1.html#pvareaid=101406', 'brand_href': 'https://car.autohome.com.cn/price/brand-94-171.html#pvareaid=2042363', 'car_var': '无级', 'car_reference_price': '14.48-17.98万', 'car_img': 'https://car3.autoimg.cn/cardfs/product/g25/M01/A8/F1/s_autohomecar__ChcCr1rUiQWAZIX7AASmAOM3-lQ665.jpg', 'cate_href': 'https://www.autohome.com.cn/mpv/', 'car_level': '小型SUV', 'car_engine': '2.0L', 'car_structure': 'SUV'}
